gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,MonthlyCharges_Tenure
1,0,1,1,1,2,0,2,0,0,2,0,0,1,1,3,62.1,1096.65,1,1055.7
0,0,1,1,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3684.95,0,3762.0
1,1,0,0,1,0,1,0,2,2,0,2,2,0,1,2,101.8,1752.45,1,1730.6
0,1,1,1,1,2,1,2,2,0,2,2,2,1,1,1,110.6,7210.85,0,7299.599999999999
1,0,1,1,1,0,0,2,2,2,2,2,2,1,0,0,84.9,5264.5,0,5178.900000000001
1,0,0,0,1,0,1,0,2,0,0,2,2,0,1,3,93.2,2157.3,1,2050.4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,24.4,24.4,2,24.4
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,70.55,433.95,2,423.29999999999995
1,0,0,0,1,0,1,0,2,0,2,0,0,0,1,2,78.45,2435.15,0,2431.9500000000003
0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,1,85.0,5607.75,0,5780.0
0,0,1,1,1,2,1,0,0,2,0,2,0,0,0,2,87.45,2874.15,0,2973.3
0,0,1,1,1,0,1,0,2,2,2,0,0,0,0,0,85.8,4433.3,0,4461.599999999999
0,0,0,1,1,0,1,0,0,2,2,2,0,0,1,2,91.1,964.35,2,911.0
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1974.8,0,2051.75
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1460.85,0,1447.2
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.05,951.55,0,942.35
1,0,1,1,1,2,0,2,0,0,0,2,2,1,0,3,74.8,1821.2,1,1795.1999999999998
1,0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,24.8,1600.95,0,1612.0
0,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,100.85,399.25,2,403.4
1,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,101.35,1218.55,2,1216.1999999999998
1,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,81.7,81.7,2,81.7
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,68.25,2171.15,0,2252.25
0,0,0,0,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3634.8,0,3573.3999999999996
0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.4,292.4,1,285.59999999999997
0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,79.15,317.25,2,316.6
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.0,218.55,1,260.0
0,0,1,1,1,2,0,0,2,0,2,2,2,2,1,0,79.4,5071.9,0,5161.0
1,0,1,1,1,0,0,2,0,0,2,0,0,1,0,1,57.2,1423.35,1,1315.6000000000001
1,0,1,0,1,0,0,2,2,2,0,0,0,2,0,2,58.6,3068.6,0,3223.0
1,0,1,0,1,0,1,0,2,0,0,2,2,2,1,2,94.8,4690.65,0,4645.2
1,0,1,0,1,2,1,0,2,2,0,2,2,1,0,0,102.5,6157.6,0,6150.0
0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,20.35,1442.65,0,1404.15
1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,84.9,3369.05,0,3396.0
1,0,1,0,1,0,0,2,2,0,2,0,2,2,1,1,69.2,4671.65,0,4636.400000000001
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3474.05,0,3340.75
1,0,1,1,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1875.55,1,1918.05
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.85,272.35,1,271.05
0,0,0,1,1,2,1,0,2,0,0,2,0,0,1,0,88.5,3645.05,0,3628.5
0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,3,35.0,135.75,2,140.0
0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,55.15,1319.85,1,1323.6
0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,1,50.95,229.4,2,254.75
0,0,0,0,1,2,0,0,2,0,0,0,2,0,1,2,64.0,370.25,2,320.0
0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,69.1,2,69.1
0,0,1,1,1,2,0,2,2,2,2,2,0,2,0,0,80.2,5714.2,0,5774.400000000001
0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,49.3,1233.25,1,1183.1999999999998
0,0,1,0,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3571.6,0,3542.7
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,83.3,2,80.2
1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95,0,7969.6
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.1,579.4,0,663.3000000000001
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,2,69.6
1,0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,103.45,3066.45,0,3206.9500000000003
0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,77.95,305.55,2,311.8
1,1,1,0,1,2,1,0,2,2,2,2,2,2,1,2,109.95,7634.25,0,7586.55
1,1,0,0,1,2,1,0,0,0,0,2,2,0,0,2,94.75,3653.0,0,3600.5
0,0,1,1,1,0,1,0,2,0,2,0,0,0,1,2,80.0,241.3,2,240.0
0,0,1,1,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3870.3,0,3823.2000000000003
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.2,387.9,1,378.0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,19.9,527.5,0,497.49999999999994
0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,78.45,78.45,2,78.45
0,0,0,0,0,1,0,2,2,0,0,2,0,0,1,2,44.8,2104.55,0,2150.3999999999996
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.3,20.3,2,20.3
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,19.2,19.2,2,19.2
0,0,0,0,1,0,1,0,2,2,0,0,0,1,0,2,80.05,3019.1,0,2961.85
1,1,1,0,1,2,1,0,2,2,2,2,2,1,1,0,107.35,7051.95,0,7085.099999999999
0,0,1,0,0,1,0,2,2,2,0,2,0,1,0,0,47.85,1190.5,0,1244.1000000000001
1,0,1,0,1,0,0,2,2,0,2,2,0,1,0,1,70.8,4448.8,0,4460.4
1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25,2,295.0
0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,2,70.75,146.9,2,141.5
1,1,1,0,1,0,0,2,0,0,0,0,2,0,1,1,59.1,1011.05,1,1063.8
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.55,1714.95,0,1635.2
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5,2,760.0500000000001
0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,535.35,0,567.0
0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,75.55,75.55,2,75.55
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,85.65,338.9,2,342.6
1,1,0,0,1,0,0,0,2,2,2,2,0,1,1,1,70.15,2497.35,0,2665.7000000000003
1,0,1,0,1,2,1,0,2,2,0,0,2,1,0,2,95.3,6273.4,0,6289.8
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,2,70.25
0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,3,50.3,908.75,1,905.4
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4913.3,0,4987.8
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3,2,46.3
1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,0,19.35,212.3,2,232.20000000000002
0,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,106.3,4443.45,0,4358.3
1,0,0,0,1,2,2,1,1,1,1,1,1,0,0,2,25.0,316.2,2,300.0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.3,1079.05,0,1116.5
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.35,564.65,2,527.4499999999999
0,0,0,0,1,0,1,0,0,2,2,0,2,0,1,2,89.4,1095.65,2,1072.8000000000002
0,0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,88.0,6161.9,0,5984.0
0,1,0,0,1,2,1,0,0,0,0,2,0,0,1,1,83.15,446.05,2,415.75
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,43.8,2106.05,0,2146.2
1,0,0,0,0,1,0,2,2,2,0,2,2,1,0,1,62.05,2511.55,0,2482.0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,20.1,318.6,1,321.6
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,74.15,811.8,2,741.5
0,0,1,0,1,2,1,0,2,2,0,2,2,1,1,2,101.35,7323.15,0,7297.2
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,84.05,186.05,2,168.1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.9,454.0,1,480.7
0,1,0,0,1,2,1,0,2,2,0,2,2,1,1,2,105.9,7521.95,0,7518.900000000001
0,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,99.5,1056.95,2,1094.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,44.15,44.15,2,44.15
0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,3,53.9,834.15,1,862.4
0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,3,85.45,85.45,2,85.45
1,0,1,0,1,0,1,0,2,0,0,0,2,0,1,1,85.05,999.8,2,1020.5999999999999
0,0,0,0,0,1,0,2,0,0,2,0,2,1,0,0,44.1,2369.7,0,2381.4
0,0,1,0,1,2,1,0,2,2,2,0,0,2,0,1,90.2,6297.65,0,6133.6
0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,50.85,239.55,2,203.4
0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,59.2,2,59.2
1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,53.45,1461.45,0,1443.15
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.95,416.4,1,418.95
1,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,83.2,1060.6,1,1081.6000000000001
0,1,0,0,1,2,0,0,2,2,2,0,2,0,0,1,74.65,4869.35,0,4777.6
0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,2,54.9,54.9,2,54.9
1,0,1,0,0,1,0,0,2,2,2,2,2,2,1,0,57.5,3265.95,0,3277.5
0,0,1,0,1,2,1,2,0,2,0,2,2,0,1,2,103.9,2254.2,1,2181.9
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.65,358.15,1,373.34999999999997
1,0,1,0,1,0,1,0,0,2,0,2,2,1,1,2,93.8,2939.8,0,2907.7999999999997
1,0,0,0,1,2,0,2,2,2,2,2,2,2,1,3,89.25,4652.4,0,4641.0
0,0,0,0,1,2,1,0,2,2,0,0,2,1,1,2,94.15,4408.45,0,4330.900000000001
0,1,0,0,1,2,0,2,0,0,0,0,0,0,1,2,55.6,580.8,2,611.6
0,0,1,1,0,1,0,2,2,2,0,0,2,0,1,0,48.7,2495.2,0,2581.1000000000004
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.25,180.3,2,211.75
1,1,0,0,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95,0,5979.3
0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,75.45,158.4,2,150.9
0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,3,54.85,104.2,2,109.7
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1389.35,0,1412.8999999999999
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,2,19.4
1,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1629.2,0,1703.4
1,0,1,0,1,0,0,2,2,2,2,2,2,2,0,3,84.45,6033.1,0,6080.400000000001
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.3,44.4,2,38.6
1,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,95.1,95.1,2,95.1
0,0,0,0,1,0,0,2,0,2,2,2,2,1,1,0,79.85,3320.75,0,3273.85
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,25.55,1867.7,0,1839.6000000000001
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,75.5,438.0,2,453.0
0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,2,73.75,325.45,2,295.0
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,96.05,1148.1,2,1152.6
0,0,1,0,1,2,0,2,0,0,2,0,2,1,1,2,68.4,3972.25,0,3967.2000000000003
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.65,155.9,2,144.54999999999998
0,0,1,0,1,0,0,2,0,2,0,0,0,0,1,3,55.15,3673.15,0,3584.75
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,2,70.6
1,0,1,0,1,0,2,1,1,1,1,1,1,1,0,1,19.95,1126.75,0,1117.2
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.0,73.45,2,76.0
0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3,44.1,2413.05,0,2557.8
1,0,1,0,1,2,1,0,0,2,2,2,2,2,1,0,107.6,6912.7,0,6671.2
1,0,0,0,1,2,0,2,2,0,0,0,0,1,0,2,61.55,1581.95,0,1600.3
1,0,0,0,1,2,1,2,2,2,0,0,0,0,0,0,90.7,5586.45,0,5623.400000000001
0,0,1,1,1,0,1,2,2,0,0,2,2,1,0,1,99.25,5846.65,0,5756.5
0,0,1,0,1,2,0,2,2,2,2,2,2,2,1,2,91.7,6424.7,0,6235.6
0,0,1,1,1,2,1,2,2,2,0,0,2,1,1,1,100.7,6018.65,0,6142.7
0,0,0,0,1,2,0,0,0,2,2,2,2,2,1,1,78.45,3373.4,0,3294.9
1,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,84.3,1537.9,1,1517.3999999999999
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,19.55,1080.55,0,1094.8
0,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2,88.95,355.2,2,355.8
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,20.45,82.85,2,81.8
0,0,0,1,1,0,0,2,2,0,0,0,0,1,0,1,55.6,2016.45,0,1946.0
0,0,1,1,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25,0,5555.2
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20.95,683.25,0,649.4499999999999
0,1,1,0,1,0,2,1,1,1,1,1,1,2,1,0,20.05,1263.05,0,1343.3500000000001
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,50.7,151.3,2,202.8
0,1,1,0,1,2,1,2,2,2,2,2,2,2,1,2,113.65,7714.65,0,7955.5
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,53.4,188.7,2,160.2
1,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,101.9,5549.4,0,5400.700000000001
1,0,1,1,1,0,0,2,2,0,2,0,0,2,0,3,59.5,130.5,2,119.0
0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,1,87.8,2621.75,0,2546.2
0,0,0,0,0,1,0,2,0,2,2,0,0,2,0,3,41.9,1875.25,0,1969.3
0,0,1,1,1,2,1,0,0,0,0,2,0,1,1,2,83.0,5685.8,0,5644.0
1,0,0,1,1,0,0,2,0,0,0,2,2,0,1,3,69.85,837.5,2,838.1999999999999
0,0,1,1,1,0,0,0,2,0,2,0,0,0,0,0,56.3,401.5,2,450.4
1,0,1,0,1,2,1,2,2,2,0,2,2,0,0,2,109.55,6118.95,0,5915.7
1,0,1,1,1,0,1,0,2,0,2,2,0,2,1,3,92.15,6480.9,0,6358.35
0,0,0,0,1,2,0,2,2,0,0,2,0,0,1,0,69.5,1800.05,0,1807.0
0,0,1,0,1,2,1,2,2,2,2,0,0,2,1,0,97.0,7104.2,0,6984.0
0,0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,58.35,4214.25,0,4084.5
1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,50.6,50.6,2,50.6
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.5,863.1,2,895.0
0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,70.4,1992.2,0,1971.2000000000003
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8,2,69.8
0,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,94.3,1948.35,1,1980.3
1,1,1,0,1,2,1,2,0,2,0,2,0,0,1,0,93.8,4750.95,0,4783.8
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,19.55,1007.9,0,1036.15
1,0,0,1,1,0,1,2,2,2,0,0,2,1,0,2,95.95,5036.9,0,5085.35
1,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,101.05,2391.8,1,2425.2
0,0,1,0,1,2,0,2,2,2,2,2,2,2,1,1,94.8,6859.05,0,6636.0
1,0,0,0,1,2,1,2,2,2,0,2,2,1,1,2,107.75,6521.9,0,6572.75
0,0,0,0,1,0,0,2,0,0,2,0,0,1,1,3,54.6,617.85,2,600.6
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,71.3,157.75,2,142.6
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,19.5,516.3,0,487.5
0,0,0,0,1,2,0,0,2,0,0,0,0,1,1,1,56.3,2364.0,0,2308.2999999999997
1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,94.7,1687.95,1,1704.6000000000001
1,1,1,0,1,2,1,0,2,2,0,2,2,2,1,0,104.15,7689.95,0,7498.8
0,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,90.55,6239.05,0,6429.05
0,0,1,1,1,0,0,2,2,2,0,0,0,1,1,3,60.8,2042.05,0,2067.2
1,0,0,0,1,0,1,0,0,2,2,2,2,0,1,1,98.8,2807.1,0,2865.2
1,1,1,0,1,0,1,2,2,2,2,2,0,1,1,1,98.15,4116.8,0,3926.0
1,0,1,0,0,1,0,2,0,2,0,0,0,1,0,3,35.35,1317.95,0,1272.6000000000001
0,0,1,0,1,2,1,0,2,0,2,2,2,1,1,2,103.15,4594.65,0,4744.900000000001
0,0,0,0,1,2,1,2,2,2,0,2,2,1,1,2,107.75,6332.75,0,6249.5
1,0,0,0,1,2,1,0,2,0,0,0,0,1,0,1,81.4,3213.75,0,3174.6000000000004
1,0,1,1,1,0,0,0,0,0,2,0,2,0,0,1,61.45,229.55,2,245.8
0,0,1,1,1,2,1,0,2,2,0,2,0,1,1,1,95.7,4976.15,0,4976.400000000001
1,1,1,0,1,2,1,0,2,2,0,2,2,1,1,2,104.8,7308.95,0,7336.0
1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,70.95,4555.2,0,4611.75
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,44.95,44.95,2,44.95
0,0,1,0,1,2,1,0,0,2,0,2,2,1,1,2,97.65,6982.5,0,6835.5
0,1,1,1,0,1,0,0,2,2,0,0,0,0,1,3,35.65,1025.15,0,1033.85
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,90.55,90.55,2,90.55
0,0,0,0,1,2,0,2,0,2,2,2,2,2,1,3,85.25,5714.2,0,5711.75
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.5,19.5,2,19.5
0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,88.8,2274.35,0,2308.7999999999997
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,25.1,789.55,0,753.0
0,0,1,0,1,0,1,0,0,2,2,2,2,0,1,1,100.05,4834.0,0,4802.4
0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,55.7,3131.8,0,3063.5
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,3,85.2,602.55,2,596.4
1,0,0,0,1,2,1,2,0,0,0,2,0,0,1,2,91.15,3369.25,0,3372.55
0,0,1,0,1,0,1,0,2,0,0,0,2,0,1,0,83.85,2674.15,0,2599.35
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,45.9,199.75,2,183.6
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,25.1,1790.8,0,1807.2
1,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,91.4,449.75,2,457.0
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,19.7,2,19.7
0,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,91.5,1400.3,1,1372.5
1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,1,51.3,411.6,2,410.4
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,21.1,741.0,0,738.5
0,1,0,0,1,2,1,0,2,2,0,2,2,0,0,2,104.75,5841.35,0,5866.0
1,0,1,0,1,2,1,0,0,2,2,2,2,0,1,0,106.15,4512.7,0,4458.3
1,1,1,1,1,2,1,2,2,0,0,0,0,0,1,2,85.75,5688.45,0,5573.75
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.3,31.9,2,40.6
1,1,1,0,1,2,1,2,0,0,0,2,2,1,1,2,100.75,6674.65,0,6548.75
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.15,1345.75,1,1334.7
0,0,0,0,1,2,0,2,0,2,0,2,2,1,1,2,78.55,1843.05,1,1806.6499999999999
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,45.3,196.95,2,181.2
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1433.8,0,1389.5
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,50.7,214.55,2,202.8
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45.0,865.85,1,855.0
0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,77.8,1358.6,1,1400.3999999999999
0,1,1,0,1,0,1,2,0,0,0,0,2,0,1,2,83.45,3147.15,0,3171.1
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,73.25,131.05,2,146.5
1,0,0,0,1,2,1,2,2,0,0,2,0,1,0,0,94.8,4535.85,0,4455.599999999999
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1078.75,0,1045.2
1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,3,59.9,542.4,2,539.1
0,0,1,0,1,2,0,2,2,2,2,2,2,1,1,1,90.1,2312.55,0,2342.6
1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,51.05,415.05,2,408.4
1,0,1,0,1,0,0,0,2,2,2,2,0,1,1,2,70.95,3250.45,0,3121.8
0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,29.2,98.5,2,87.6
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,46.6,87.9,2,93.2
0,0,1,1,1,2,1,0,0,0,0,2,0,0,1,0,85.35,754.65,2,768.15
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.35,75.35,2,75.35
1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,74.3,1952.25,0,1857.5
0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,69.3,153.8,2,138.6
1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,75.2,3198.6,0,3233.6
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,2,20.9
0,0,1,0,1,2,1,0,2,2,0,0,2,1,1,2,94.3,5610.15,0,5469.4
0,0,1,1,1,2,0,2,0,2,2,2,0,2,1,3,76.45,4519.5,0,4510.55
1,0,0,0,0,1,0,2,0,2,0,2,2,1,1,2,54.0,2440.25,0,2376.0
1,0,0,0,1,2,1,0,2,0,2,2,2,1,1,2,104.25,6860.6,0,6880.5
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1377.7,0,1356.6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,24.95,190.25,2,224.54999999999998
1,0,0,0,1,2,1,2,0,2,0,0,0,0,1,2,84.75,1651.95,1,1610.25
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.75,78.3,2,79.0
0,0,0,0,1,2,1,2,2,2,2,2,2,2,1,0,113.65,7939.25,0,7955.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,44.9,44.9,2,44.9
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.25,576.7,2,602.0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,24.6,1279.0,0,1303.8000000000002
1,1,0,0,1,2,2,1,1,1,1,1,1,1,0,0,25.0,1260.7,0,1275.0
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,20.95,267.35,2,230.45
1,0,1,1,1,2,1,2,0,2,2,2,2,2,1,2,110.6,6586.85,0,6636.0
1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,1,55.5,934.15,1,943.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,43.3,123.65,2,129.89999999999998
1,0,1,0,1,0,1,2,2,2,2,2,2,1,1,0,109.5,7534.65,0,7665.0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.45,19.45,2,19.45
1,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,84.85,3645.6,0,3648.5499999999997
0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,19.6,314.45,1,313.6
0,0,1,1,1,0,0,2,2,0,0,0,0,1,0,2,53.45,3053.0,0,3046.65
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.8,677.05,0,732.6
0,0,1,0,1,2,1,2,2,2,2,2,2,2,0,1,112.1,7965.95,0,8071.2
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,1,84.8,906.85,2,932.8
0,1,1,0,1,2,1,0,2,2,0,2,0,0,1,2,95.05,4888.7,0,4752.5
1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,50.35,237.25,2,251.75
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,74.6,74.6,2,74.6
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.7,342.4,1,315.2
1,1,1,0,1,0,1,0,0,2,0,0,0,0,1,2,74.2,140.1,2,148.4
0,0,0,0,1,2,0,0,0,2,2,2,0,0,1,3,69.0,1108.0,1,1173.0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,19.35,295.55,1,309.6
0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,2,59.45,892.65,1,891.75
0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,19.8,198.25,2,198.0
0,0,0,1,1,0,1,2,2,0,2,2,2,1,1,0,105.2,4822.85,0,4839.2
1,0,1,1,1,2,1,0,2,2,2,2,2,2,1,1,109.2,6741.15,0,6988.8
0,0,0,0,1,2,1,0,2,0,0,0,0,0,1,3,79.15,79.15,2,79.15
1,0,1,1,1,0,0,0,2,2,0,0,0,1,0,3,53.65,1355.45,0,1341.25
1,0,1,1,1,0,1,2,2,2,2,2,0,2,0,1,100.2,7209.0,0,7114.2
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4,2,361.2
0,0,1,1,1,0,1,2,2,2,2,2,2,2,1,0,108.65,7726.35,0,7822.8
0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,40.65,2070.75,0,1991.85
